word,gloss1,lemma,lemma1,mor,mor2,inCDI,aoa,category,lexical_class
fire+fighter,fire+fighter,fire fighter,fire+fighter,n,NA,FALSE,NA,NA,NA
fire+hat,fire+hat,hat,hat,n,NA,TRUE,19,clothing,nouns
fire+hydrant,fire+hydrant,fire hydrant,fire+hydrant,n,NA,FALSE,NA,NA,NA
fire+station,fire+station,fire station,fire+station,n,NA,FALSE,NA,NA,NA
fire+truck,fire+truck,fire truck,truck,n,NA,FALSE,NA,NA,NA
fire+trucks,fire+trucks,fire truck,truck,n,NA,FALSE,NA,NA,NA
fireball,fireball,fireball,NA,NA,NA,FALSE,NA,NA,NA
firefighter,firefighter,firefighter,NA,NA,NA,TRUE,28,people,other
fireflies,fireflies,firefly,NA,NA,NA,FALSE,NA,NA,NA
firefly,firefly,firefly,NA,NA,NA,FALSE,NA,NA,NA
firehouse,firehouse,firehouse,NA,NA,NA,FALSE,NA,NA,NA
fireman,fireman,fireman,fire+man,n,NA,FALSE,NA,NA,NA
firemen,firemen,fireman,fire+man,n,NA,FALSE,NA,NA,NA
fireplace,fireplace,fireplace,NA,NA,NA,FALSE,NA,NA,NA
fireworks,fireworks,fireworks,NA,NA,NA,FALSE,NA,NA,NA
first,first,first,first,adv,NA,TRUE,28,descriptive_words,adjectives
first,first,first,first,adj,NA,TRUE,28,descriptive_words,adjectives
fish,fish,fish,fish,n,NA,FALSE,NA,NA,NA
fish,fish,fish,fish,adj,NA,FALSE,NA,NA,NA
fish,fish,fish,fish,v,NA,FALSE,NA,NA,NA
fish,fish,fish,fish,part,NA,FALSE,NA,NA,NA
fisha,fisha,fisha,fisha,wp,NA,FALSE,NA,NA,NA
fishes,fishes,fish,fish,n,NA,FALSE,NA,NA,NA
fishes,fishes,fish,fish,adj,NA,FALSE,NA,NA,NA
fishes,fishes,fish,fish,v,NA,FALSE,NA,NA,NA
fishes,fishes,fish,fish,part,NA,FALSE,NA,NA,NA
fishie,fishie,fish,fish,n,NA,FALSE,NA,NA,NA
fishing,fishing,fishing,NA,NA,NA,FALSE,NA,NA,NA
fishing,fishing,fish,fish,n,NA,FALSE,NA,NA,NA
fishing,fishing,fish,fish,adj,NA,FALSE,NA,NA,NA
fishing,fishing,fish,fish,v,NA,FALSE,NA,NA,NA
fishing,fishing,fish,fish,part,NA,FALSE,NA,NA,NA
fish's,fish's,fish,fish,n,NA,FALSE,NA,NA,NA
fishs,fish's,fish,fish,n,NA,FALSE,NA,NA,NA
fish's,fish's,fish,fish,adj,NA,FALSE,NA,NA,NA
fish's,fish's,fish,fish,v,NA,FALSE,NA,NA,NA
fish's,fish's,fish,fish,part,NA,FALSE,NA,NA,NA
fishy,fishy,fishy,fishy,n,prop,FALSE,NA,NA,NA
fit,fit,fit,fit,part,NA,TRUE,28,action_words,verbs
fit,fit,fit,fit,v,NA,TRUE,28,action_words,verbs
fits,fits,fit,fit,part,NA,TRUE,28,action_words,verbs
fits,fits,fit,fit,v,NA,TRUE,28,action_words,verbs
fitting,fitting,fitting,NA,NA,NA,FALSE,NA,NA,NA
fitting,fitting,fit,fit,part,NA,TRUE,28,action_words,verbs
fitting,fitting,fit,fit,v,NA,TRUE,28,action_words,verbs
five,five,five,five,det,num,FALSE,NA,NA,NA
fives,fives,five,five,det,num,FALSE,NA,NA,NA
fix,fix,fix,fix,part,NA,TRUE,25,action_words,verbs
fix,fix,fix,fix,v,NA,TRUE,25,action_words,verbs
fix,fix,fix,fix,n,prop,TRUE,25,action_words,verbs
fixed,fixed,fixed,NA,NA,NA,FALSE,NA,NA,NA
fixed,fixed,fix,fix,part,NA,TRUE,25,action_words,verbs
fixed,fixed,fix,fix,v,NA,TRUE,25,action_words,verbs
fixed,fixed,fix,fix,n,prop,TRUE,25,action_words,verbs
fixing,fixing,fix,fix,part,NA,TRUE,25,action_words,verbs
fixing,fixing,fix,fix,v,NA,TRUE,25,action_words,verbs
fixing,fixing,fix,fix,n,prop,TRUE,25,action_words,verbs
fixing,fixing,fixing,NA,NA,NA,FALSE,NA,NA,NA
fixit,fixit,fixit,fixit,n,prop,FALSE,NA,NA,NA
fixtured,fixtured,fix,fix,v,NA,TRUE,25,action_words,verbs
flag,flag,flag,flag,n,NA,TRUE,26,outside,nouns
flags,flag,flag,flag,n,NA,TRUE,26,outside,nouns
flake,flake,flake,flake,v,NA,FALSE,NA,NA,NA
flakes,flakes,flake,flake,v,NA,FALSE,NA,NA,NA
flamingo,flamingo,flamingo,flamingo,n,NA,FALSE,NA,NA,NA
flap,flap,flap,flap,on,NA,FALSE,NA,NA,NA
flap,flap,flap,flap,v,NA,FALSE,NA,NA,NA
flaps,flaps,flap,flap,on,NA,FALSE,NA,NA,NA
flaps,flaps,flap,flap,v,NA,FALSE,NA,NA,NA
flashes,flashes,flash,flash,part,NA,FALSE,NA,NA,NA
flashes,flashes,flash,flash,v,NA,FALSE,NA,NA,NA
flashing,flashing,flash,flash,part,NA,FALSE,NA,NA,NA
flashing,flashing,flash,flash,v,NA,FALSE,NA,NA,NA
flashing,flashing,flashing,NA,NA,NA,FALSE,NA,NA,NA
flashlight,flashlight,flashlight,NA,NA,NA,FALSE,NA,NA,NA
flat,flat,flat,flat,adj,NA,FALSE,NA,NA,NA
flat,flat,flat,flat,n,NA,FALSE,NA,NA,NA
flattening,flattening,flatten,flatten,part,NA,FALSE,NA,NA,NA
flattening,flattening,flattening,NA,NA,NA,FALSE,NA,NA,NA
flavor,flavor,flavor,flavor,n,NA,FALSE,NA,NA,NA
flesh,flesh,flesh,flesh,n,NA,FALSE,NA,NA,NA
flew,flew,fly,fly,n,NA,FALSE,NA,NA,NA
flew,flew,fly,fly,v,NA,FALSE,NA,NA,NA
flew,flew,fly,fly,part,NA,FALSE,NA,NA,NA
flick,flick,flick,flick,n,NA,FALSE,NA,NA,NA
flick,flick,flick,flick,v,NA,FALSE,NA,NA,NA
flicked,flicked,flick,flick,n,NA,FALSE,NA,NA,NA
flicked,flicked,flick,flick,v,NA,FALSE,NA,NA,NA
flicked,flicked,flicked,NA,NA,NA,FALSE,NA,NA,NA
flicker,flicker,flicker,flicker,n,NA,FALSE,NA,NA,NA
flickers,flickers,flicker,flicker,n,NA,FALSE,NA,NA,NA
flied,flied,flied,NA,NA,NA,FALSE,NA,NA,NA
flies,flies,fly,fly,n,NA,FALSE,NA,NA,NA
flies,flies,fly,fly,v,NA,FALSE,NA,NA,NA
flies,flies,fly,fly,part,NA,FALSE,NA,NA,NA
flight,flight,flight,flight,n,NA,FALSE,NA,NA,NA
flik,flik,flik,flik,wp,NA,FALSE,NA,NA,NA
flip,flip,flip,flip,v,NA,FALSE,NA,NA,NA
flip,flip,flip,flip,adj,NA,FALSE,NA,NA,NA
flip,flip,flip,flip,part,NA,FALSE,NA,NA,NA
flipflop,flip+flop,flip flop,flip+flop,n,NA,FALSE,NA,NA,NA
flip+flop,flip+flop,flip flop,flip+flop,n,NA,FALSE,NA,NA,NA
flip+flops,flip+flops,flip flop,flip+flop,n,NA,FALSE,NA,NA,NA
flipped,flipped,flip,flip,v,NA,FALSE,NA,NA,NA
flipped,flipped,flip,flip,adj,NA,FALSE,NA,NA,NA
flipped,flipped,flip,flip,part,NA,FALSE,NA,NA,NA
flipper,flipper,flipper,flipper,n,NA,FALSE,NA,NA,NA
flipping,flipping,flipping,NA,NA,NA,FALSE,NA,NA,NA
flipping,flipping,flip,flip,v,NA,FALSE,NA,NA,NA
flipping,flipping,flip,flip,adj,NA,FALSE,NA,NA,NA
flipping,flipping,flip,flip,part,NA,FALSE,NA,NA,NA
flippy,flippy,flippy,NA,NA,NA,FALSE,NA,NA,NA
float,float,float,float,n,NA,FALSE,NA,NA,NA
float,float,float,float,part,NA,FALSE,NA,NA,NA
floatie,floatie,float,float,adj,NA,FALSE,NA,NA,NA
floating,floating,float,float,n,NA,FALSE,NA,NA,NA
floating,floating,float,float,part,NA,FALSE,NA,NA,NA
floating,floating,floating,NA,NA,NA,FALSE,NA,NA,NA
floatosaurus,floatosaurus,floatosaurus,floatosaurus,wp,NA,FALSE,NA,NA,NA
floats,floats,float,float,n,NA,FALSE,NA,NA,NA
floats,floats,float,float,part,NA,FALSE,NA,NA,NA
floor,floor,floor,floor,n,NA,FALSE,NA,NA,NA
floppies,floppies,floppies,NA,NA,NA,FALSE,NA,NA,NA
floppy,floppy,floppy,floppy,n,prop,FALSE,NA,NA,NA
flops,flops,flop,flop,adj,NA,FALSE,NA,NA,NA
flops,flops,flop,flop,n,NA,FALSE,NA,NA,NA
florida,florida,florida,florida,n,prop,FALSE,NA,NA,NA
floridas,floridas,floridas,floridas,n,prop,FALSE,NA,NA,NA
flounder,flounder,flounder,flounder,n,prop,FALSE,NA,NA,NA
flounder,flounder,flounder,flounder,v,NA,FALSE,NA,NA,NA
flour,flour,flour,flour,n,NA,FALSE,NA,NA,NA
flour,flour,flour,flour,v,NA,FALSE,NA,NA,NA
flower,flower,flower,flower,n,NA,TRUE,21,outside,nouns
flower,flower,flower,flower,v,NA,TRUE,21,outside,nouns
flowers,flower,flower,flower,n,NA,TRUE,21,outside,nouns
flowers,flower,flower,flower,v,NA,TRUE,21,outside,nouns
flower's,flower,flower,flower,n,NA,TRUE,21,outside,nouns
flower's,flower,flower,flower,v,NA,TRUE,21,outside,nouns
flowing,flowing,flow,flow,n,gerund,FALSE,NA,NA,NA
flowing,flowing,flowing,NA,NA,NA,FALSE,NA,NA,NA
flu,flu,flu,flu,n,NA,FALSE,NA,NA,NA
fluff,fluff,fluff,fluff,v,NA,FALSE,NA,NA,NA
fluff,fluff,fluff,fluff,adj,NA,FALSE,NA,NA,NA
fluffy,fluffy,fluffy,NA,NA,NA,FALSE,NA,NA,NA
fluid,fluid,fluid,fluid,adj,NA,FALSE,NA,NA,NA
fluid,fluid,fluid,fluid,n,NA,FALSE,NA,NA,NA
fluids,fluids,fluid,fluid,adj,NA,FALSE,NA,NA,NA
fluids,fluids,fluid,fluid,n,NA,FALSE,NA,NA,NA
flunk,flunk,flunk,flunk,v,NA,FALSE,NA,NA,NA
fluoride,fluoride,fluoride,fluoride,n,NA,FALSE,NA,NA,NA
flush,flush,flush,flush,n,NA,FALSE,NA,NA,NA
flush,flush,flush,flush,part,NA,FALSE,NA,NA,NA
flush,flush,flush,flush,v,NA,FALSE,NA,NA,NA
flusher,flusher,flusher,NA,NA,NA,FALSE,NA,NA,NA
flushing,flushing,flush,flush,n,NA,FALSE,NA,NA,NA
flushing,flushing,flush,flush,part,NA,FALSE,NA,NA,NA
flushing,flushing,flush,flush,v,NA,FALSE,NA,NA,NA
flushing,flushing,flushing,NA,NA,NA,FALSE,NA,NA,NA
flute,flute,flute,flute,n,NA,FALSE,NA,NA,NA
flutes,flutes,flute,flute,n,NA,FALSE,NA,NA,NA
fly,fly,fly,fly,n,NA,FALSE,NA,NA,NA
fly,fly,fly,fly,v,NA,FALSE,NA,NA,NA
fly,fly,fly,fly,part,NA,FALSE,NA,NA,NA
flying,flying,fly,fly,n,NA,FALSE,NA,NA,NA
flying,flying,fly,fly,v,NA,FALSE,NA,NA,NA
flying,flying,fly,fly,part,NA,FALSE,NA,NA,NA
flying,flying,flying,NA,NA,NA,FALSE,NA,NA,NA
foal,foal,foal,foal,n,NA,FALSE,NA,NA,NA
foamy,foamy,foamy,NA,NA,NA,FALSE,NA,NA,NA
fog,fog,fog,fog,n,NA,FALSE,NA,NA,NA
foil,foil,foil,foil,n,NA,FALSE,NA,NA,NA
fold,fold,fold,fold,v,NA,FALSE,NA,NA,NA
fold,fold,fold,fold,n,NA,FALSE,NA,NA,NA
fold,fold,fold,fold,part,NA,FALSE,NA,NA,NA
folder,folder,folder,folder,n,NA,FALSE,NA,NA,NA
folding,folding,folding,NA,NA,NA,FALSE,NA,NA,NA
folding,folding,fold,fold,v,NA,FALSE,NA,NA,NA
folding,folding,fold,fold,n,NA,FALSE,NA,NA,NA
folding,folding,fold,fold,part,NA,FALSE,NA,NA,NA
folk,folk,folk,folk,n,NA,FALSE,NA,NA,NA
follow,follow,follow,follow,v,NA,FALSE,NA,NA,NA
fooba,fooba,fooba,fooba,wp,NA,FALSE,NA,NA,NA
fooba_wooba_john,fooba_wooba_john,fooba wooba john,fooba+wooba+john,n,prop,FALSE,NA,NA,NA
food,food,food,food,n,NA,TRUE,23,food_drink,nouns
foods,food,food,food,n,NA,TRUE,23,food_drink,nouns
fooey,fooey,fooey,fooey,wp,NA,FALSE,NA,NA,NA
foofy,foofy,foofy,foofy,wp,NA,FALSE,NA,NA,NA
foot,foot,foot,foot,n,NA,TRUE,21,body_parts,nouns
foot+ball,foot+ball,ball,ball,n,NA,TRUE,16,toys,nouns
football,football,football,foot+ball,n,NA,FALSE,NA,NA,NA
footballs,footballs,football,foot+ball,n,NA,FALSE,NA,NA,NA
footed,footed,footed,footed,adj,NA,FALSE,NA,NA,NA
footed,footed,foot,foot,n,NA,TRUE,21,body_parts,nouns
footprint,footprint,footprint,footprint,n,NA,FALSE,NA,NA,NA
footprints,footprints,footprint,footprint,n,NA,FALSE,NA,NA,NA
foots,foot,foot,foot,n,NA,TRUE,21,body_parts,nouns
footsteps,footsteps,footstep,footstep,n,NA,FALSE,NA,NA,NA
for,for,for,for,prep,NA,TRUE,28,locations,function_words
for,for,for,for,conj,NA,TRUE,28,locations,function_words
for,for,for,for,n,prop,TRUE,28,locations,function_words
forecast,forecast,forecast,forecast,v,NA,FALSE,NA,NA,NA
forehead,forehead,forehead,forehead,n,NA,FALSE,NA,NA,NA
forest,forest,forest,forest,n,NA,FALSE,NA,NA,NA
forever,forever,forever,forever,adv,tem,FALSE,NA,NA,NA
forget,forget,forget,forget,v,NA,FALSE,NA,NA,NA
forgot,forgot,forget,forget,v,NA,FALSE,NA,NA,NA
fork,fork,fork,fork,n,NA,TRUE,22,household,nouns
forklift,forklift,forklift,NA,NA,NA,FALSE,NA,NA,NA
forks,fork,fork,fork,n,NA,TRUE,22,household,nouns
forms,forms,form,form,v,NA,FALSE,NA,NA,NA
forth,forth,forth,forth,adv,NA,FALSE,NA,NA,NA
forty,forty,forty,forty,det,num,FALSE,NA,NA,NA
forward,forward,forward,forward,adv,NA,FALSE,NA,NA,NA
fossil,fossil,fossil,fossil,n,NA,FALSE,NA,NA,NA
found,found,find,find,v,NA,TRUE,25,action_words,verbs
found,found,find,find,part,NA,TRUE,25,action_words,verbs
found,found,found,found,v,NA,FALSE,NA,NA,NA
four,four,four,four,det,num,FALSE,NA,NA,NA
fours,fours,four,four,det,num,FALSE,NA,NA,NA
fourteen,fourteen,fourteen,fourteen,det,num,FALSE,NA,NA,NA
fowl,fowl,fowl,fowl,n,NA,FALSE,NA,NA,NA
fox,fox,fox,fox,n,NA,FALSE,NA,NA,NA
foxes,foxes,fox,fox,n,NA,FALSE,NA,NA,NA
fox's,fox's,Fox,NA,NA,NA,FALSE,NA,NA,NA
fox's,fox's,fox,fox,n,NA,FALSE,NA,NA,NA
fragile,fragile,fragile,fragile,adj,NA,FALSE,NA,NA,NA
france,france,france,france,n,prop,FALSE,NA,NA,NA
francis,francis,francis,francis,n,prop,FALSE,NA,NA,NA
frank,frank,frank,frank,n,prop,FALSE,NA,NA,NA
frankenstein,frankenstein,frankenstein,frankenstein,n,prop,FALSE,NA,NA,NA
franklin,franklin,franklin,franklin,n,prop,FALSE,NA,NA,NA
franklin's,franklin's,Franklin,NA,NA,NA,FALSE,NA,NA,NA
franko,franko,franko,franko,n,prop,FALSE,NA,NA,NA
freckle,freckle,freckle,freckle,n,NA,FALSE,NA,NA,NA
freckle,freckle,freckle,freckle,v,NA,FALSE,NA,NA,NA
fred,fred,fred,fred,n,prop,FALSE,NA,NA,NA
fredrick,fredrick,fredrick,fredrick,n,prop,FALSE,NA,NA,NA
free,free,free,free,adj,NA,FALSE,NA,NA,NA
free,free,free,free,v,NA,FALSE,NA,NA,NA
free,free,free,free,adv,NA,FALSE,NA,NA,NA
freeze,freeze,freeze,freeze,part,NA,FALSE,NA,NA,NA
freeze,freeze,freeze,freeze,n,NA,FALSE,NA,NA,NA
freeze,freeze,freeze,freeze,v,NA,FALSE,NA,NA,NA
freezer,freezer,freezer,NA,NA,NA,FALSE,NA,NA,NA
freezing,freezing,freezing,NA,NA,NA,FALSE,NA,NA,NA
freezing,freezing,freeze,freeze,part,NA,FALSE,NA,NA,NA
freezing,freezing,freeze,freeze,n,NA,FALSE,NA,NA,NA
freezing,freezing,freeze,freeze,v,NA,FALSE,NA,NA,NA
french,french,french,french,adj,NA,FALSE,NA,NA,NA
fresh,fresh,fresh,fresh,adj,NA,FALSE,NA,NA,NA
frets,frets,fret,fret,v,NA,FALSE,NA,NA,NA
friday,friday,friday,friday,n,prop,FALSE,NA,NA,NA
friend,friend,friend,friend,n,NA,TRUE,27,people,other
friend,friend,friend,friend,adj,NA,TRUE,27,people,other
friend_bear,friend_bear,bear,bear,n,NA,TRUE,19,animals,nouns
friend_bears,friend_bears,bear,bear,n,NA,TRUE,19,animals,nouns
friendly,friendly,friendly,NA,NA,NA,FALSE,NA,NA,NA
friends,friend,friend,friend,n,NA,TRUE,27,people,other
friends,friend,friend,friend,adj,NA,TRUE,27,people,other
friends',friend,friend,friend,n,NA,TRUE,27,people,other
friend's,friend,friend,friend,n,NA,TRUE,27,people,other
friend's,friend,friend,friend,adj,NA,TRUE,27,people,other
fries,fries,fry,fry,n,NA,FALSE,NA,NA,NA
fries,fries,fry,fry,part,NA,FALSE,NA,NA,NA
fries,fries,fry,fry,v,NA,FALSE,NA,NA,NA
frilly,frilly,frilly,NA,NA,NA,FALSE,NA,NA,NA
frog,frog,frog,frog,n,NA,TRUE,22,animals,nouns
frog,frog,frog,frog,part,NA,TRUE,22,animals,nouns
frogged,frogged,frog,frog,n,NA,TRUE,22,animals,nouns
froggie,froggie,froggie,NA,NA,NA,FALSE,NA,NA,NA
froggies,frog,frog,frog,n,NA,TRUE,22,animals,nouns
froggy,froggy,froggy,NA,NA,NA,FALSE,NA,NA,NA
frogs,frog,frog,frog,n,NA,TRUE,22,animals,nouns
frogs,frog,frog,frog,part,NA,TRUE,22,animals,nouns
from,from,from,from,prep,NA,FALSE,NA,NA,NA
fromage,fromage,fromage,fromage,n,NA,FALSE,NA,NA,NA
front,front,front,front,n,NA,FALSE,NA,NA,NA
front,front,front,front,adj,NA,FALSE,NA,NA,NA
frost,frost,frost,frost,adj,NA,FALSE,NA,NA,NA
frost,frost,frost,frost,part,NA,FALSE,NA,NA,NA
frost,frost,frost,frost,v,NA,FALSE,NA,NA,NA
frosted,frosted,frosted,NA,NA,NA,FALSE,NA,NA,NA
frosted,frosted,frost,frost,adj,NA,FALSE,NA,NA,NA
frosted,frosted,frost,frost,part,NA,FALSE,NA,NA,NA
frosted,frosted,frost,frost,v,NA,FALSE,NA,NA,NA
frosting,frosting,frosting,frosting,n,NA,FALSE,NA,NA,NA
frosting,frosting,frost,frost,adj,NA,FALSE,NA,NA,NA
frosting,frosting,frost,frost,part,NA,FALSE,NA,NA,NA
frosting,frosting,frost,frost,v,NA,FALSE,NA,NA,NA
frosty,frosty,frosty,frosty,n,prop,FALSE,NA,NA,NA
froze,froze,freeze,freeze,part,NA,FALSE,NA,NA,NA
froze,froze,freeze,freeze,n,NA,FALSE,NA,NA,NA
froze,froze,freeze,freeze,v,NA,FALSE,NA,NA,NA
frozen,frozen,frozen,NA,NA,NA,FALSE,NA,NA,NA
frozen,frozen,freeze,freeze,part,NA,FALSE,NA,NA,NA
frozen,frozen,freeze,freeze,n,NA,FALSE,NA,NA,NA
frozen,frozen,freeze,freeze,v,NA,FALSE,NA,NA,NA
fruit,fruit,fruit,fruit,n,NA,FALSE,NA,NA,NA
fruitit,fruitit,fruitit,fruitit,chi,NA,FALSE,NA,NA,NA
fruits,fruits,fruit,fruit,n,NA,FALSE,NA,NA,NA
frumble,frumble,frumble,frumble,wp,NA,FALSE,NA,NA,NA
fry,fry,french fries,fry,n,NA,TRUE,23,food_drink,nouns
fry,fry,fry,fry,part,NA,FALSE,NA,NA,NA
fry,fry,fry,fry,v,NA,FALSE,NA,NA,NA
frying,frying,frying,NA,NA,NA,FALSE,NA,NA,NA
frying,frying,fry,fry,n,NA,FALSE,NA,NA,NA
frying,frying,fry,fry,part,NA,FALSE,NA,NA,NA
frying,frying,fry,fry,v,NA,FALSE,NA,NA,NA
fuel,fuel,fuel,fuel,n,NA,FALSE,NA,NA,NA
full,full,full,full,adj,NA,TRUE,27,descriptive_words,adjectives
fun,fun,fun,fun,adj,NA,FALSE,NA,NA,NA
fun,fun,fun,fun,n,NA,FALSE,NA,NA,NA
fun_bear,fun_bear,bear,bear,n,NA,TRUE,19,animals,nouns
funniest,funniest,funny,NA,NA,NA,FALSE,NA,NA,NA
funny,funny,funny,NA,NA,NA,FALSE,NA,NA,NA
funs,funs,fun,fun,adj,NA,FALSE,NA,NA,NA
funshine_bear,funshine_bear,bear,bear,n,NA,TRUE,19,animals,nouns
fur,fur,fur,fur,n,NA,FALSE,NA,NA,NA
furniture,furniture,furniture,furniture,n,NA,FALSE,NA,NA,NA
furry,furry,furry,furry,adj,NA,FALSE,NA,NA,NA
furry,furry,furry,furry,n,NA,FALSE,NA,NA,NA
fuzz,fuzz,fuzz,fuzz,n,NA,FALSE,NA,NA,NA
fuzz,fuzz,fuzz,fuzz,adj,NA,FALSE,NA,NA,NA
fuzzies,fuzzies,fuzzies,NA,NA,NA,FALSE,NA,NA,NA
fuzzy,fuzzy,fuzzy,fuzzy,n,prop,FALSE,NA,NA,NA
fuzzy_wuzzy,fuzzy_wuzzy,fuzzy,fuzzy,wp,NA,FALSE,NA,NA,NA
fuzzy_wuzzy_wuzzy,fuzzy_wuzzy_wuzzy,fuzzy,fuzzy,wp,NA,FALSE,NA,NA,NA
g,g,g,g,n,let,FALSE,NA,NA,NA
ga_low_low_ga_low_low_low_lowly_ga_lowly,ga_low_low_ga_low_low_low_lowly_ga_lowly,ga low low ga low low low lowly ga lowly,ga_low_low_ga_low_low_low_lowly_ga_lowly,singing,NA,FALSE,NA,NA,NA
ga_lowly_is_frightened,ga_lowly_is_frightened,ga lowly is frightened,ga_lowly_is_frightened,singing,NA,FALSE,NA,NA,NA
gabby,gabby,gabby,gabby,n,prop,FALSE,NA,NA,NA
gabby's,gabby's,Gabby,NA,NA,NA,FALSE,NA,NA,NA
gabi,gabi,gabi,gabi,n,prop,FALSE,NA,NA,NA
gabi's,gabi's,Gabi,NA,NA,NA,FALSE,NA,NA,NA
gaby,gaby,gaby,gaby,n,prop,FALSE,NA,NA,NA
gaby's,gaby's,Gaby,NA,NA,NA,FALSE,NA,NA,NA
gadaggers,gadaggers,gadaggers,gadaggers,wp,NA,FALSE,NA,NA,NA
gadare,gadare,gadare,gadare,wp,NA,FALSE,NA,NA,NA
gadda,gadda,gadda,gadda,chi,NA,FALSE,NA,NA,NA
gadeegers,gadeegers,gadeegers,gadeegers,chi,NA,FALSE,NA,NA,NA
gadiga,gadiga,gadiga,gadiga,wp,NA,FALSE,NA,NA,NA
gado,gado,gado,gado,chi,NA,FALSE,NA,NA,NA
gah,gah,gah,gah,co,NA,FALSE,NA,NA,NA
gal,gal,gal,gal,n,NA,FALSE,NA,NA,NA
galloping,galloping,gallop,gallop,n,gerund,FALSE,NA,NA,NA
galloping,galloping,galloping,NA,NA,NA,FALSE,NA,NA,NA
galoo,galoo,galoo,galoo,wp,NA,FALSE,NA,NA,NA
game,game,game,game,n,NA,TRUE,26,toys,nouns
game,game,game,game,v,NA,TRUE,26,toys,nouns
games,game,game,game,n,NA,TRUE,26,toys,nouns
games,game,game,game,v,NA,TRUE,26,toys,nouns
gandhi,gandhi,gandhi,gandhi,n,prop,FALSE,NA,NA,NA
garage,garage,garage,garage,n,NA,TRUE,26,furniture_rooms,nouns
garbage,garbage,garbage,garbage,n,NA,TRUE,26,household,nouns
garbage+can,garbage+can,garbage can,garbage+can,n,NA,FALSE,NA,NA,NA
garden,garden,garden,garden,n,NA,TRUE,29,outside,nouns
garden,garden,garden,garden,part,NA,TRUE,29,outside,nouns
gardening,gardening,gardening,NA,NA,NA,FALSE,NA,NA,NA
gardening,gardening,garden,garden,n,NA,TRUE,29,outside,nouns
gardening,gardening,garden,garden,part,NA,TRUE,29,outside,nouns
garlic,garlic,garlic,garlic,n,NA,FALSE,NA,NA,NA
garnet,garnet,garnet,garnet,n,NA,FALSE,NA,NA,NA
garrett,garrett,garrett,garrett,n,prop,FALSE,NA,NA,NA
gas,gas,gas,gas,n,NA,FALSE,NA,NA,NA
gasala,gasala,gasala,gasala,chi,NA,FALSE,NA,NA,NA
gases,gases,gas,gas,n,NA,FALSE,NA,NA,NA
gasha,gasha,gasha,gasha,wp,NA,FALSE,NA,NA,NA
gasoline,gasoline,gasoline,gasoline,n,NA,FALSE,NA,NA,NA
gaspar,gaspar,gaspar,gaspar,n,prop,FALSE,NA,NA,NA
gaspard,gaspard,gaspard,gaspard,n,prop,FALSE,NA,NA,NA
gatada,gatada,gatada,gatada,chi,NA,FALSE,NA,NA,NA
gate,gate,gate,gate,n,NA,FALSE,NA,NA,NA
gaudy,gaudy,gaudy,gaudy,adj,NA,FALSE,NA,NA,NA
gave,gave,give,give,v,NA,TRUE,25,action_words,verbs
gave,gave,give,give,part,NA,TRUE,25,action_words,verbs
gave,gave,give,give,n,gerund,TRUE,25,action_words,verbs
gazag,gazag,gazag,gazag,chi,NA,FALSE,NA,NA,NA
gazagger,gazagger,gazagger,gazagger,chi,NA,FALSE,NA,NA,NA
gazaggers,gazaggers,gazaggers,gazaggers,chi,NA,FALSE,NA,NA,NA
gazit,gazit,gazit,gazit,chi,NA,FALSE,NA,NA,NA
gazpacho,gazpacho,gazpacho,gazpacho,n,NA,FALSE,NA,NA,NA
gebicious,gebicious,gebicious,gebicious,chi,NA,FALSE,NA,NA,NA
gee,gee,gee,gee,co,NA,FALSE,NA,NA,NA
geese,geese,goose,goose,n,NA,TRUE,27,animals,nouns
genaba,genaba,genaba,genaba,wp,NA,FALSE,NA,NA,NA
gentle,gentle,gentle,gentle,adj,NA,TRUE,28,descriptive_words,adjectives
gentle,gentle,gentle,gentle,adv,NA,TRUE,28,descriptive_words,adjectives
gentlemen,gentlemen,gentleman,gentleman,n,NA,FALSE,NA,NA,NA
gentlemen,gentlemen,gentlemen,NA,NA,NA,FALSE,NA,NA,NA
gently,gently,gently,NA,NA,NA,FALSE,NA,NA,NA
genuine,genuine,genuine,genuine,adj,NA,FALSE,NA,NA,NA
george,george,george,george,n,prop,FALSE,NA,NA,NA
george's,george's,George,NA,NA,NA,FALSE,NA,NA,NA
georgia,georgia,georgia,georgia,n,prop,FALSE,NA,NA,NA
geraldine,geraldine,geraldine,geraldine,n,prop,FALSE,NA,NA,NA
gerbil,gerbil,gerbil,gerbil,n,NA,FALSE,NA,NA,NA
gerbils,gerbils,gerbil,gerbil,n,NA,FALSE,NA,NA,NA
germ,germ,germ,germ,n,NA,FALSE,NA,NA,NA
gerri,gerri,gerri,gerri,n,prop,FALSE,NA,NA,NA
gesundheit,gesundheit,gesundheit,gesundheit,L2,NA,FALSE,NA,NA,NA
get,get,get,get,aux,NA,TRUE,24,action_words,verbs
get,get,get,get,v,NA,TRUE,24,action_words,verbs
get,get,get,get,part,NA,TRUE,24,action_words,verbs
get,get,get,get,n,gerund,TRUE,24,action_words,verbs
gets,gets,get,get,aux,NA,TRUE,24,action_words,verbs
gets,gets,get,get,v,NA,TRUE,24,action_words,verbs
gets,gets,get,get,part,NA,TRUE,24,action_words,verbs
gets,gets,get,get,n,gerund,TRUE,24,action_words,verbs
getting,getting,get,get,aux,NA,TRUE,24,action_words,verbs
getting,getting,get,get,v,NA,TRUE,24,action_words,verbs
getting,getting,get,get,part,NA,TRUE,24,action_words,verbs
